Data,Quant. de Vendas,Forma de Pagamento,Loja,GMV,Estado,Tipo de Vendas
2/6/2020,10,TipoA,Parceiro13,"R$2,391.47",Ceará,Não Promocional
2/6/2020,9,TipoB,Parceiro11,"R$1,307.20",Amapá,Não Promocional
2/6/2020,8,TipoA,Parceiro13,"R$3,890.42",Alagoas,Não Promocional
2/6/2020,10,TipoB,Parceiro9,"R$1,960.11",Amapá,Não Promocional
2/6/2020,8,TipoB,Parceiro9,"R$3,642.07",Acre,Não Promocional
2/6/2020,9,TipoB,Parceiro7,"R$2,264.26",Mato Grosso do Sul,Não Promocional
2/6/2020,16,TipoB,Parceiro8,"R$2,140.95",São Paulo,Não Promocional
2/6/2020,15,TipoA,Parceiro5,"R$1,689.05",Alagoas,Não Promocional
2/6/2020,13,TipoB,Parceiro5,"R$2,387.70",Bahia,Não Promocional
2/6/2020,10,TipoA,Parceiro12,"R$1,476.16",Amazonas,Não Promocional
2/6/2020,10,TipoB,Parceiro5,"R$3,169.79",Mato Grosso do Sul,Não Promocional
2/6/2020,11,TipoB,Parceiro5,"R$2,944.89",Bahia,Não Promocional
2/6/2020,7,TipoB,Parceiro7,R$92.79,Pará,Não Promocional
2/6/2020,11,TipoC,Parceiro12,"R$3,445.32",Amapá,Não Promocional
2/6/2020,15,TipoA,Parceiro10,"R$2,615.88",Rio de Janeiro,Não Promocional
2/6/2020,11,TipoA,Parceiro8,"R$2,155.04",Bahia,Não Promocional
2/6/2020,16,TipoA,Parceiro13,"R$1,627.69",Mato Grosso do Sul,Não Promocional
2/6/2020,13,TipoA,Parceiro12,"R$2,661.36",Amapá,Não Promocional
2/6/2020,14,TipoB,Parceiro6,"R$1,418.77",Acre,Não Promocional
2/6/2020,15,TipoA,Parceiro8,R$56.61,Amapá,Não Promocional
2/6/2020,4,TipoB,Parceiro9,R$163.73,Rio de Janeiro,Não Promocional
2/6/2020,4,TipoC,Parceiro8,"R$2,170.65",Amapá,Não Promocional
2/6/2020,4,TipoA,Parceiro11,"R$1,587.71",Piauí,Não Promocional
2/6/2020,3,TipoB,Parceiro6,"R$1,330.51",Amapá,Não Promocional
2/6/2020,6,TipoB,Parceiro13,R$163.20,Sergipe,Não Promocional
2/6/2020,4,TipoA,Parceiro6,"R$3,119.66",Piauí,Não Promocional
2/6/2020,6,TipoA,Parceiro13,R$345.82,Sergipe,Não Promocional
2/6/2020,6,TipoB,Parceiro10,"R$2,191.04",São Paulo,Não Promocional
2/6/2020,4,TipoB,Parceiro12,"R$2,684.63",Rio Grande do Norte,Não Promocional
2/6/2020,5,TipoA,Parceiro5,"R$1,348.26",Distrito Federal,Não Promocional
2/6/2020,3,TipoB,Parceiro7,"R$1,278.59",Mato Grosso do Sul,Não Promocional
2/6/2020,4,TipoB,Parceiro5,R$460.55,Acre,Não Promocional
2/6/2020,3,TipoB,Parceiro6,"R$2,780.20",Amazonas,Não Promocional
2/6/2020,3,TipoC,Parceiro9,"R$2,853.69",Bahia,Não Promocional
2/6/2020,6,TipoC,Parceiro10,R$946.78,São Paulo,Não Promocional
2/6/2020,5,TipoB,Parceiro6,"R$3,161.24",Rio Grande do Sul,Não Promocional
2/6/2020,3,TipoA,Parceiro1,R$771.28,Minas Gerais,Não Promocional
2/6/2020,5,TipoA,Parceiro6,R$671.91,Alagoas,Não Promocional
2/6/2020,6,TipoC,Parceiro14,"R$2,125.58",Alagoas,Não Promocional
2/6/2020,5,TipoA,Parceiro1,R$912.16,Mato Grosso,Não Promocional
2/6/2020,6,TipoC,Parceiro9,R$268.39,Goiás,Não Promocional
2/6/2020,5,TipoB,Parceiro5,"R$3,356.36",Paraíba,Não Promocional
2/6/2020,6,TipoB,Parceiro9,"R$1,071.76",Amazonas,Não Promocional
2/6/2020,3,TipoA,Parceiro15,"R$3,443.57",Mato Grosso do Sul,Não Promocional
2/6/2020,4,TipoA,Parceiro7,"R$3,203.98",Sergipe,Não Promocional
2/6/2020,5,TipoC,Parceiro14,"R$1,416.97",Distrito Federal,Não Promocional
2/6/2020,3,TipoC,Parceiro13,"R$2,777.69",Amapá,Não Promocional
2/6/2020,6,TipoC,Parceiro8,"R$1,987.31",São Paulo,Não Promocional
2/6/2020,6,TipoC,Parceiro6,"R$3,556.27",Rondônia,Não Promocional
2/6/2020,3,TipoC,Parceiro14,"R$3,334.95",Paraná,Não Promocional
2/6/2020,4,TipoB,Parceiro7,"R$3,574.41",Piauí,Não Promocional
2/6/2020,6,TipoA,Parceiro10,"R$3,114.80",Minas Gerais,Não Promocional
2/6/2020,5,TipoA,Parceiro12,R$984.17,Piauí,Não Promocional
2/6/2020,4,TipoA,Parceiro8,"R$1,193.12",Paraíba,Não Promocional
2/6/2020,4,TipoA,Parceiro10,"R$1,790.26",Alagoas,Não Promocional
2/6/2020,4,TipoA,Parceiro10,"R$1,317.16",Pernambuco,Não Promocional
2/6/2020,3,TipoB,Parceiro10,"R$1,008.29",Pará,Não Promocional
2/6/2020,3,TipoA,Parceiro11,R$390.77,Paraná,Não Promocional
2/6/2020,6,TipoA,Parceiro9,"R$1,613.16",Paraná,Não Promocional
2/6/2020,6,TipoC,Parceiro15,R$357.23,Rio Grande do Sul,Não Promocional
2/6/2020,3,TipoA,Parceiro4,"R$3,403.08",Alagoas,Não Promocional
2/6/2020,3,TipoB,Parceiro4,R$465.74,Santa Catarina,Não Promocional
2/6/2020,5,TipoB,Parceiro15,"R$3,573.65",Rio Grande do Sul,Não Promocional
2/6/2020,3,TipoB,Parceiro6,R$510.05,Rondônia,Não Promocional
2/6/2020,3,TipoB,Parceiro2,"R$1,935.07",Acre,Não Promocional
2/6/2020,4,TipoA,Parceiro13,R$301.02,Ceará,Não Promocional
2/6/2020,4,TipoC,Parceiro4,R$926.53,Tocantins,Não Promocional
2/6/2020,23,TipoB,Parceiro6,"R$1,537.46",Paraná,Não Promocional
2/6/2020,23,TipoA,Parceiro1,"R$2,106.35",Paraíba,Não Promocional
2/6/2020,23,TipoB,Parceiro11,R$191.88,Amapá,Não Promocional
2/6/2020,25,TipoB,Parceiro11,R$134.78,Distrito Federal,Não Promocional
2/6/2020,23,TipoB,Parceiro10,"R$1,648.31",Roraima,Não Promocional
2/6/2020,24,TipoC,Parceiro4,R$35.75,Paraná,Não Promocional
2/6/2020,3,TipoB,Parceiro7,R$932.17,Minas Gerais,Não Promocional
2/6/2020,29,TipoA,Parceiro9,"R$2,723.20",Minas Gerais,Super Promoção
2/6/2020,17,TipoB,Parceiro7,"R$2,145.70",Minas Gerais,Super Promoção
2/6/2020,34,TipoB,Parceiro7,"R$3,167.53",Minas Gerais,Super Promoção
2/6/2020,7,TipoB,Parceiro9,"R$2,653.24",São Paulo,Super Promoção
2/6/2020,3,TipoB,Parceiro10,"R$2,629.59",Rio de Janeiro,Super Promoção
2/6/2020,20,TipoB,Parceiro10,"R$1,200.21",São Paulo,Super Promoção
2/6/2020,10,TipoB,Parceiro14,"R$3,684.75",Minas Gerais,Super Promoção
2/6/2020,12,TipoB,Parceiro15,"R$1,012.65",Minas Gerais,Super Promoção
2/7/2020,4,TipoB,Parceiro2,"R$3,361.59",Rio Grande do Sul,Promocional
2/7/2020,4,TipoB,Parceiro4,"R$3,236.72",Distrito Federal,Promocional
2/7/2020,5,TipoB,Parceiro6,R$712.45,Rio de Janeiro,Promocional
2/7/2020,5,TipoA,Parceiro3,R$383.03,Minas Gerais,Promocional
2/7/2020,3,TipoB,Parceiro4,"R$3,962.52",Minas Gerais,Promocional
2/7/2020,1,TipoB,Parceiro7,"R$2,266.69",Rio Grande do Sul,Promocional
2/7/2020,3,TipoB,Parceiro1,"R$2,890.27",Distrito Federal,Promocional
2/7/2020,5,TipoB,Parceiro5,R$169.82,Distrito Federal,Promocional
2/7/2020,5,TipoB,Parceiro7,"R$1,868.55",Minas Gerais,Promocional
2/7/2020,2,TipoA,Parceiro1,R$61.00,Minas Gerais,Promocional
2/7/2020,5,TipoA,Parceiro3,R$336.89,Distrito Federal,Promocional
2/7/2020,5,TipoB,Parceiro3,"R$1,160.15",Minas Gerais,Promocional
2/7/2020,4,TipoA,Parceiro7,"R$3,338.42",Distrito Federal,Não Promocional
2/7/2020,5,TipoA,Parceiro1,R$912.00,Rio Grande do Sul,Não Promocional
2/7/2020,4,TipoA,Parceiro3,"R$3,312.11",Rio de Janeiro,Não Promocional
2/7/2020,2,TipoA,Parceiro1,"R$1,487.67",Minas Gerais,Não Promocional
2/7/2020,4,TipoA,Parceiro4,"R$2,810.91",Rio de Janeiro,Não Promocional
2/7/2020,1,TipoB,Parceiro4,R$472.53,Rio de Janeiro,Não Promocional
2/7/2020,4,TipoA,Parceiro4,"R$1,986.81",Rio de Janeiro,Não Promocional
2/7/2020,2,TipoA,Parceiro3,"R$2,076.31",Distrito Federal,Não Promocional
2/7/2020,3,TipoA,Parceiro1,"R$1,425.60",Minas Gerais,Não Promocional
2/7/2020,3,TipoB,Parceiro3,R$618.87,São Paulo,Não Promocional
2/7/2020,1,TipoA,Parceiro1,"R$3,807.51",Minas Gerais,Não Promocional
2/7/2020,2,TipoA,Parceiro1,"R$1,921.53",Distrito Federal,Não Promocional
2/7/2020,5,TipoA,Parceiro1,"R$1,358.16",Distrito Federal,Não Promocional
2/7/2020,5,TipoA,Parceiro1,"R$3,232.71",Rio de Janeiro,Não Promocional
2/7/2020,12,TipoA,Parceiro4,"R$2,381.20",Minas Gerais,Não Promocional
2/7/2020,17,TipoA,Parceiro7,R$388.00,São Paulo,Não Promocional
2/7/2020,7,TipoA,Parceiro1,"R$1,445.34",Rio Grande do Sul,Não Promocional
2/7/2020,12,TipoA,Parceiro7,"R$1,158.67",São Paulo,Não Promocional
2/7/2020,16,TipoA,Parceiro1,R$558.02,São Paulo,Não Promocional
2/7/2020,12,TipoB,Parceiro7,"R$2,706.56",São Paulo,Não Promocional
2/7/2020,15,TipoB,Parceiro1,"R$1,281.41",Piauí,Não Promocional
2/7/2020,9,TipoB,Parceiro6,R$342.76,Maranhão,Não Promocional
2/7/2020,13,TipoA,Parceiro3,R$377.82,Goiás,Não Promocional
2/7/2020,14,TipoA,Parceiro4,R$805.51,Piauí,Não Promocional
2/7/2020,8,TipoA,Parceiro2,R$546.86,Pernambuco,Não Promocional
2/7/2020,11,TipoA,Parceiro1,"R$2,011.26",Roraima,Não Promocional
2/7/2020,11,TipoA,Parceiro1,"R$2,852.05",Alagoas,Não Promocional
2/7/2020,17,TipoB,Parceiro1,"R$3,199.29",Minas Gerais,Não Promocional
2/7/2020,16,TipoA,Parceiro2,R$402.27,Paraíba,Não Promocional
2/7/2020,9,TipoA,Parceiro4,"R$2,130.38",Mato Grosso do Sul,Não Promocional
2/7/2020,17,TipoB,Parceiro6,"R$1,193.37",Pernambuco,Não Promocional
2/7/2020,16,TipoA,Parceiro3,R$213.51,Acre,Não Promocional
2/7/2020,13,TipoB,Parceiro5,R$917.63,Minas Gerais,Não Promocional
2/7/2020,16,TipoA,Parceiro13,"R$1,292.56",Amazonas,Não Promocional
2/7/2020,9,TipoB,Parceiro15,R$395.74,Amazonas,Não Promocional
2/7/2020,14,TipoA,Parceiro15,"R$2,508.40",Pará,Não Promocional
2/7/2020,13,TipoA,Parceiro15,R$362.42,Santa Catarina,Não Promocional
2/7/2020,13,TipoB,Parceiro8,"R$1,824.23",Distrito Federal,Não Promocional
2/7/2020,12,TipoB,Parceiro5,"R$2,855.43",Distrito Federal,Não Promocional
2/7/2020,14,TipoB,Parceiro14,"R$3,561.72",Amapá,Não Promocional
2/7/2020,11,TipoB,Parceiro7,"R$1,114.46",Ceará,Não Promocional
2/7/2020,17,TipoB,Parceiro15,R$941.24,Rio Grande do Sul,Não Promocional
2/7/2020,11,TipoB,Parceiro8,"R$2,840.57",Espírito Santo,Não Promocional
2/7/2020,17,TipoB,Parceiro4,R$709.05,Santa Catarina,Não Promocional
2/7/2020,13,TipoB,Parceiro1,"R$3,373.90",Minas Gerais,Não Promocional
2/7/2020,11,TipoB,Parceiro12,"R$3,256.80",Rio de Janeiro,Não Promocional
2/7/2020,7,TipoA,Parceiro11,"R$1,151.82",Mato Grosso do Sul,Não Promocional
2/7/2020,13,TipoA,Parceiro6,"R$1,983.08",Ceará,Não Promocional
2/7/2020,13,TipoB,Parceiro7,"R$3,818.79",Rio de Janeiro,Não Promocional
2/7/2020,15,TipoB,Parceiro11,"R$2,257.62",Bahia,Não Promocional
2/7/2020,12,TipoA,Parceiro3,R$953.04,Rio de Janeiro,Não Promocional
2/7/2020,14,TipoB,Parceiro14,"R$2,137.13",Alagoas,Não Promocional
2/7/2020,16,TipoB,Parceiro12,"R$1,213.18",Rio Grande do Sul,Não Promocional
2/7/2020,9,TipoA,Parceiro14,"R$3,720.75",Alagoas,Não Promocional
2/7/2020,17,TipoA,Parceiro3,"R$2,897.46",Acre,Não Promocional
2/7/2020,11,TipoB,Parceiro2,"R$2,011.13",Distrito Federal,Não Promocional
2/7/2020,17,TipoA,Parceiro15,R$788.69,Acre,Não Promocional
2/7/2020,12,TipoA,Parceiro12,"R$3,312.41",Alagoas,Não Promocional
2/7/2020,17,TipoB,Parceiro5,"R$1,639.03",Pará,Não Promocional
2/7/2020,14,TipoA,Parceiro8,"R$2,167.65",Amazonas,Não Promocional
2/7/2020,8,TipoB,Parceiro9,R$650.70,Espírito Santo,Não Promocional
2/7/2020,7,TipoA,Parceiro1,R$890.51,Pará,Não Promocional
2/7/2020,7,TipoB,Parceiro15,"R$3,199.67",Bahia,Não Promocional
2/7/2020,8,TipoA,Parceiro10,R$659.17,Alagoas,Não Promocional
2/7/2020,8,TipoB,Parceiro10,"R$3,651.53",Minas Gerais,Não Promocional
2/7/2020,11,TipoA,Parceiro4,"R$1,214.10",Santa Catarina,Não Promocional
2/7/2020,11,TipoB,Parceiro14,"R$3,483.53",Espírito Santo,Não Promocional
2/7/2020,7,TipoA,Parceiro8,"R$1,140.82",Minas Gerais,Não Promocional
2/7/2020,8,TipoB,Parceiro10,"R$3,761.67",Distrito Federal,Não Promocional
2/7/2020,16,TipoA,Parceiro11,R$997.51,Amazonas,Não Promocional
2/7/2020,13,TipoC,Parceiro10,"R$2,450.83",Alagoas,Não Promocional
2/7/2020,7,TipoC,Parceiro6,R$71.27,Pará,Não Promocional
2/7/2020,10,TipoB,Parceiro10,"R$1,104.04",São Paulo,Não Promocional
2/7/2020,9,TipoA,Parceiro10,"R$2,517.33",Bahia,Não Promocional
2/7/2020,13,TipoA,Parceiro12,"R$1,964.18",Espírito Santo,Não Promocional
2/7/2020,3,TipoB,Parceiro7,R$791.12,Amazonas,Não Promocional
2/7/2020,5,TipoB,Parceiro6,"R$2,618.04",Amazonas,Não Promocional
2/7/2020,5,TipoB,Parceiro8,"R$3,421.74",Pará,Não Promocional
2/7/2020,4,TipoC,Parceiro9,"R$3,164.64",Minas Gerais,Não Promocional
2/7/2020,5,TipoA,Parceiro13,"R$1,319.28",Espírito Santo,Não Promocional
2/7/2020,6,TipoA,Parceiro10,R$629.91,Maranhão,Não Promocional
2/7/2020,6,TipoA,Parceiro12,"R$3,358.73",Sergipe,Não Promocional
2/7/2020,3,TipoB,Parceiro2,"R$2,528.67",Rio Grande do Sul,Não Promocional
2/7/2020,6,TipoB,Parceiro11,"R$3,275.47",Sergipe,Não Promocional
2/7/2020,3,TipoB,Parceiro5,"R$1,613.40",Ceará,Não Promocional
2/7/2020,5,TipoC,Parceiro1,R$777.21,Minas Gerais,Não Promocional
2/7/2020,5,TipoA,Parceiro10,"R$2,202.06",Ceará,Não Promocional
2/7/2020,4,TipoC,Parceiro1,"R$3,394.09",Amazonas,Não Promocional
2/7/2020,3,TipoA,Parceiro6,"R$1,182.59",Pará,Não Promocional
2/7/2020,4,TipoB,Parceiro10,"R$1,510.83",Goiás,Não Promocional
2/7/2020,5,TipoB,Parceiro3,"R$3,924.42",Mato Grosso do Sul,Não Promocional
2/7/2020,3,TipoC,Parceiro12,"R$2,105.80",Bahia,Não Promocional
2/7/2020,5,TipoA,Parceiro9,R$613.97,Pernambuco,Não Promocional
2/7/2020,5,TipoA,Parceiro12,"R$3,632.98",Alagoas,Não Promocional
2/7/2020,3,TipoB,Parceiro7,"R$2,509.61",Pará,Não Promocional
2/7/2020,6,TipoA,Parceiro8,"R$1,614.65",Pernambuco,Não Promocional
2/7/2020,6,TipoA,Parceiro12,"R$2,430.16",Minas Gerais,Não Promocional
2/7/2020,4,TipoB,Parceiro10,"R$1,412.84",Alagoas,Não Promocional
2/7/2020,5,TipoA,Parceiro14,"R$1,699.68",Amapá,Não Promocional
2/7/2020,5,TipoB,Parceiro3,"R$2,359.19",Rio de Janeiro,Não Promocional
2/7/2020,5,TipoB,Parceiro6,"R$3,178.53",Pernambuco,Não Promocional
2/7/2020,3,TipoA,Parceiro15,"R$3,923.53",Acre,Não Promocional
2/7/2020,4,TipoB,Parceiro3,R$131.84,Alagoas,Não Promocional
2/7/2020,5,TipoB,Parceiro13,"R$1,736.53",Bahia,Não Promocional
2/7/2020,3,TipoA,Parceiro6,"R$2,191.01",Rondônia,Não Promocional
2/7/2020,6,TipoA,Parceiro3,"R$3,539.55",Sergipe,Não Promocional
2/7/2020,5,TipoB,Parceiro1,R$294.56,Goiás,Não Promocional
2/7/2020,4,TipoA,Parceiro9,R$870.53,São Paulo,Não Promocional
2/7/2020,5,TipoB,Parceiro9,"R$2,117.81",Piauí,Não Promocional
2/7/2020,3,TipoA,Parceiro11,"R$2,501.66",São Paulo,Não Promocional
2/7/2020,5,TipoB,Parceiro3,R$923.94,Rio de Janeiro,Não Promocional
2/7/2020,4,TipoB,Parceiro11,"R$2,505.48",Sergipe,Não Promocional
2/7/2020,28,TipoA,Parceiro13,"R$1,558.76",Amapá,Não Promocional
2/7/2020,23,TipoB,Parceiro2,R$800.98,Paraná,Não Promocional
2/7/2020,23,TipoC,Parceiro11,"R$2,756.74",Rondônia,Não Promocional
2/7/2020,34,TipoB,Parceiro4,R$865.49,Santa Catarina,Não Promocional
2/7/2020,17,TipoB,Parceiro2,R$243.08,Amapá,Não Promocional
2/7/2020,11,TipoA,Parceiro13,"R$1,729.74",Rio de Janeiro,Super Promoção
2/7/2020,4,TipoA,Parceiro2,R$572.60,São Paulo,Super Promoção
2/7/2020,5,TipoB,Parceiro7,"R$3,306.60",São Paulo,Super Promoção
2/7/2020,30,TipoB,Parceiro9,"R$3,864.95",Rio de Janeiro,Super Promoção
2/7/2020,16,TipoB,Parceiro11,"R$2,552.10",São Paulo,Super Promoção
2/8/2020,1,TipoB,Parceiro5,R$614.01,Distrito Federal,Promocional
2/8/2020,4,TipoB,Parceiro3,R$824.29,Distrito Federal,Promocional
2/8/2020,2,TipoA,Parceiro5,"R$1,996.99",Minas Gerais,Promocional
2/8/2020,1,TipoA,Parceiro3,"R$1,071.97",Minas Gerais,Promocional
2/8/2020,3,TipoA,Parceiro7,"R$2,781.60",São Paulo,Promocional
2/8/2020,1,TipoA,Parceiro4,"R$1,521.17",Minas Gerais,Promocional
2/8/2020,2,TipoA,Parceiro7,"R$3,808.52",Rio de Janeiro,Promocional
2/8/2020,4,TipoA,Parceiro5,R$617.46,Minas Gerais,Promocional
2/8/2020,1,TipoA,Parceiro3,R$411.35,Rio Grande do Sul,Promocional
2/8/2020,5,TipoA,Parceiro5,R$516.53,Rio de Janeiro,Promocional
2/8/2020,5,TipoA,Parceiro3,"R$1,521.31",Rio Grande do Sul,Promocional
2/8/2020,4,TipoA,Parceiro1,"R$2,248.21",São Paulo,Promocional
2/8/2020,4,TipoA,Parceiro6,"R$1,573.46",Rio de Janeiro,Promocional
2/8/2020,3,TipoB,Parceiro4,"R$1,788.95",São Paulo,Promocional
2/8/2020,3,TipoA,Parceiro4,"R$2,777.91",Distrito Federal,Promocional
2/8/2020,1,TipoB,Parceiro4,R$439.64,São Paulo,Promocional
2/8/2020,3,TipoA,Parceiro6,R$558.64,Minas Gerais,Promocional
2/8/2020,3,TipoB,Parceiro2,R$626.90,Rio de Janeiro,Promocional
2/8/2020,4,TipoB,Parceiro6,"R$1,501.29",Minas Gerais,Promocional
2/8/2020,4,TipoB,Parceiro3,"R$3,189.27",São Paulo,Promocional
2/8/2020,1,TipoA,Parceiro5,R$362.55,Distrito Federal,Não Promocional
2/8/2020,1,TipoA,Parceiro4,"R$2,943.93",Rio Grande do Sul,Não Promocional
2/8/2020,1,TipoA,Parceiro1,"R$1,417.03",São Paulo,Não Promocional
2/8/2020,5,TipoA,Parceiro1,R$933.46,Distrito Federal,Não Promocional
2/8/2020,3,TipoB,Parceiro5,"R$3,581.87",Rio Grande do Sul,Não Promocional
2/8/2020,1,TipoB,Parceiro4,"R$1,641.23",São Paulo,Não Promocional
2/8/2020,2,TipoA,Parceiro5,"R$3,749.45",Minas Gerais,Não Promocional
2/8/2020,1,TipoA,Parceiro3,"R$1,430.81",Distrito Federal,Não Promocional
2/8/2020,5,TipoB,Parceiro3,"R$3,504.77",Rio Grande do Sul,Não Promocional
2/8/2020,1,TipoB,Parceiro6,"R$3,818.30",Rio de Janeiro,Não Promocional
2/8/2020,4,TipoB,Parceiro5,"R$3,259.75",Rio Grande do Sul,Não Promocional
2/8/2020,16,TipoA,Parceiro2,"R$2,628.59",São Paulo,Não Promocional
2/8/2020,7,TipoB,Parceiro1,"R$3,054.76",São Paulo,Não Promocional
2/8/2020,13,TipoB,Parceiro7,R$181.77,Rio de Janeiro,Não Promocional
2/8/2020,7,TipoA,Parceiro2,"R$3,830.77",Minas Gerais,Não Promocional
2/8/2020,7,TipoB,Parceiro7,"R$2,713.28",São Paulo,Não Promocional
2/8/2020,12,TipoB,Parceiro2,R$898.54,Distrito Federal,Não Promocional
2/8/2020,14,TipoB,Parceiro7,"R$1,291.28",Rio Grande do Sul,Não Promocional
2/8/2020,8,TipoA,Parceiro2,"R$1,311.54",Distrito Federal,Não Promocional
2/8/2020,16,TipoA,Parceiro5,"R$2,166.34",Tocantins,Não Promocional
2/8/2020,13,TipoB,Parceiro4,"R$3,071.09",Maranhão,Não Promocional
2/8/2020,10,TipoB,Parceiro1,"R$1,170.67",Amapá,Não Promocional
2/8/2020,16,TipoB,Parceiro5,"R$3,030.78",Alagoas,Não Promocional
2/8/2020,16,TipoA,Parceiro7,R$943.42,Mato Grosso,Não Promocional
2/8/2020,11,TipoA,Parceiro6,"R$3,260.02",Distrito Federal,Não Promocional
2/8/2020,16,TipoA,Parceiro3,"R$1,152.04",Rio de Janeiro,Não Promocional
2/8/2020,14,TipoA,Parceiro2,"R$2,070.18",Amapá,Não Promocional
2/8/2020,13,TipoB,Parceiro3,"R$2,068.98",Acre,Não Promocional
2/8/2020,12,TipoA,Parceiro8,"R$3,094.22",São Paulo,Não Promocional
2/8/2020,10,TipoA,Parceiro12,"R$2,328.39",Alagoas,Não Promocional
2/8/2020,9,TipoA,Parceiro13,R$276.64,Ceará,Não Promocional
2/8/2020,9,TipoB,Parceiro7,R$542.01,Distrito Federal,Não Promocional
2/8/2020,13,TipoA,Parceiro15,"R$2,483.61",Alagoas,Não Promocional
2/8/2020,9,TipoA,Parceiro13,"R$1,005.41",Acre,Não Promocional
2/8/2020,16,TipoB,Parceiro1,"R$3,707.69",Mato Grosso do Sul,Não Promocional
2/8/2020,10,TipoA,Parceiro4,"R$3,843.31",São Paulo,Não Promocional
2/8/2020,8,TipoB,Parceiro10,"R$2,395.42",Amapá,Não Promocional
2/8/2020,11,TipoB,Parceiro14,R$979.57,Mato Grosso do Sul,Não Promocional
2/8/2020,16,TipoA,Parceiro13,"R$3,642.34",Rio de Janeiro,Não Promocional
2/8/2020,13,TipoB,Parceiro9,"R$1,669.17",Rio Grande do Sul,Não Promocional
2/8/2020,11,TipoA,Parceiro1,"R$1,497.72",Bahia,Não Promocional
2/8/2020,16,TipoB,Parceiro3,R$247.93,Rio de Janeiro,Não Promocional
2/8/2020,17,TipoA,Parceiro13,"R$1,276.14",Amapá,Não Promocional
2/8/2020,11,TipoB,Parceiro9,R$334.61,Amapá,Não Promocional
2/8/2020,7,TipoB,Parceiro5,"R$1,666.99",Amapá,Não Promocional
2/8/2020,11,TipoA,Parceiro4,"R$1,254.17",Pará,Não Promocional
2/8/2020,17,TipoA,Parceiro6,"R$3,103.58",Amapá,Não Promocional
2/8/2020,7,TipoB,Parceiro5,"R$2,811.40",Rio de Janeiro,Não Promocional
2/8/2020,16,TipoA,Parceiro1,"R$1,632.97",Espírito Santo,Não Promocional
2/8/2020,7,TipoB,Parceiro2,"R$3,400.33",Pará,Não Promocional
2/8/2020,17,TipoB,Parceiro1,"R$1,065.95",Minas Gerais,Não Promocional
2/8/2020,9,TipoA,Parceiro1,R$549.94,Pará,Não Promocional
2/8/2020,10,TipoA,Parceiro15,"R$1,546.56",Pará,Não Promocional
2/8/2020,12,TipoB,Parceiro2,"R$3,770.69",Distrito Federal,Não Promocional
2/8/2020,11,TipoA,Parceiro3,"R$2,549.29",Distrito Federal,Não Promocional
2/8/2020,9,TipoA,Parceiro14,"R$2,411.73",Rio de Janeiro,Não Promocional
2/8/2020,14,TipoB,Parceiro2,"R$1,548.98",Santa Catarina,Não Promocional
2/8/2020,15,TipoA,Parceiro1,"R$3,253.69",Ceará,Não Promocional
2/8/2020,8,TipoA,Parceiro3,"R$3,150.84",Bahia,Não Promocional
2/8/2020,13,TipoA,Parceiro9,"R$2,590.11",Rio de Janeiro,Não Promocional
2/8/2020,7,TipoB,Parceiro6,R$930.46,Bahia,Não Promocional
2/8/2020,10,TipoA,Parceiro11,R$403.15,Acre,Não Promocional
2/8/2020,10,TipoB,Parceiro12,R$875.36,Rio de Janeiro,Não Promocional
2/8/2020,17,TipoC,Parceiro6,R$572.53,São Paulo,Não Promocional
2/8/2020,17,TipoB,Parceiro5,"R$1,421.23",Amapá,Não Promocional
2/8/2020,17,TipoB,Parceiro5,"R$3,451.15",São Paulo,Não Promocional
2/8/2020,8,TipoC,Parceiro6,"R$3,286.13",Santa Catarina,Não Promocional
2/8/2020,8,TipoB,Parceiro5,"R$2,371.18",Alagoas,Não Promocional
2/8/2020,14,TipoC,Parceiro13,R$152.39,Distrito Federal,Não Promocional
2/8/2020,17,TipoB,Parceiro9,"R$3,516.68",Alagoas,Não Promocional
2/8/2020,10,TipoA,Parceiro7,"R$2,157.92",Amapá,Não Promocional
2/8/2020,11,TipoC,Parceiro13,R$461.81,Bahia,Não Promocional
2/8/2020,14,TipoA,Parceiro9,R$968.37,Pará,Não Promocional
2/8/2020,4,TipoB,Parceiro10,"R$2,959.26",Rio Grande do Sul,Não Promocional
2/8/2020,6,TipoB,Parceiro7,"R$2,298.93",Minas Gerais,Não Promocional
2/8/2020,6,TipoC,Parceiro13,R$725.10,Ceará,Não Promocional
2/8/2020,4,TipoB,Parceiro12,"R$2,946.82",Alagoas,Não Promocional
2/8/2020,5,TipoB,Parceiro8,"R$1,246.12",Paraná,Não Promocional
2/8/2020,3,TipoC,Parceiro7,"R$1,751.34",Maranhão,Não Promocional
2/8/2020,5,TipoC,Parceiro8,"R$2,683.19",Acre,Não Promocional
2/8/2020,5,TipoA,Parceiro11,"R$2,611.90",Mato Grosso,Não Promocional
2/8/2020,3,TipoA,Parceiro5,"R$1,035.13",Ceará,Não Promocional
2/8/2020,3,TipoB,Parceiro7,"R$1,878.02",Acre,Não Promocional
2/8/2020,6,TipoC,Parceiro13,R$670.26,Maranhão,Não Promocional
2/8/2020,5,TipoA,Parceiro7,"R$1,216.95",Mato Grosso,Não Promocional
2/8/2020,4,TipoC,Parceiro5,"R$2,940.66",Alagoas,Não Promocional
2/8/2020,3,TipoB,Parceiro5,R$539.43,Piauí,Não Promocional
2/8/2020,3,TipoB,Parceiro5,"R$2,019.12",Santa Catarina,Não Promocional
